pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,effective_temperature,radius
TOI-451 b,TOI-451,2,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,1.858703,2.5e-05,-3.5e-05,0.0,0.0283,0.0011,-0.0012,0.0,1.91,0.12,-0.12,0.0,0.17,0.011,-0.011,0.0,4.31,,,0.0,0.0136,,,0.0,M-R relationship,0.0,,,0.0,695.19,,,0.0,1491.0,23.0,-19.0,0.0,0,,5550.0,56.0,-56.0,0.0,0.88,0.03,-0.03,0.0,0.95,0.02,-0.02,0.0,,,,,,4.56,0.08,-0.08,0.0,04h11m51.93s,62.966385,-37d56m23.03s,-37.93973,123.739,0.386,-0.384,10.939,0.008,-0.008,9.19,0.023,-0.023,10.7498,0.000849,-0.000849,4844691297067063424,62.966383049912935,-37.93972822497289,8.099278403924245,-11.060773286516676,12.346551282402876,10.75605,5591.4077,0.8442
TOI-451 c,TOI-451,2,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,9.192522,6e-05,-0.0001,0.0,0.0823,0.0033,-0.0036,0.0,3.1,0.13,-0.13,0.0,0.277,0.012,-0.012,0.0,9.8,,,0.0,0.0308,,,0.0,M-R relationship,0.0,,,0.0,82.52,,,0.0,875.0,13.0,-11.0,0.0,0,,5550.0,56.0,-56.0,0.0,0.88,0.03,-0.03,0.0,0.95,0.02,-0.02,0.0,,,,,,4.56,0.08,-0.08,0.0,04h11m51.93s,62.966385,-37d56m23.03s,-37.93973,123.739,0.386,-0.384,10.939,0.008,-0.008,9.19,0.023,-0.023,10.7498,0.000849,-0.000849,4844691297067063424,62.966383049912935,-37.93972822497289,8.099278403924245,-11.060773286516676,12.346551282402876,10.75605,5591.4077,0.8442
TOI-451 d,TOI-451,2,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,16.364988,4.4e-05,-4.4e-05,0.0,0.1208,0.0048,-0.0052,0.0,4.07,0.15,-0.15,0.0,0.363,0.013,-0.013,0.0,15.6,,,0.0,0.049,,,0.0,M-R relationship,0.0,,,0.0,38.24,,,0.0,722.0,11.0,-9.0,0.0,0,,5550.0,56.0,-56.0,0.0,0.88,0.03,-0.03,0.0,0.95,0.02,-0.02,0.0,,,,,,4.56,0.08,-0.08,0.0,04h11m51.93s,62.966385,-37d56m23.03s,-37.93973,123.739,0.386,-0.384,10.939,0.008,-0.008,9.19,0.023,-0.023,10.7498,0.000849,-0.000849,4844691297067063424,62.966383049912935,-37.93972822497289,8.099278403924245,-11.060773286516676,12.346551282402876,10.75605,5591.4077,0.8442
TOI-4527.01,TOI-4527,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0,0.3994445,,,0.0,0.008332,,,0.0,0.909,0.953,-0.953,0.0,0.081,0.085,-0.085,0.0,0.689,,,0.0,0.00217,,,0.0,M-R relationship,,,,,571.51,,,0.0,1363.0,,,0.0,0,M2V:,3702.0,,,0.0,0.49,,,0.0,0.48,,,0.0,,,,,,4.75,,,0.0,01h17m53.34s,19.4722574,+05d28m16.32s,5.4711996,18.1037,0.0174,-0.0174,10.917,0.015,-0.015,7.02,0.018,-0.018,10.1927,0.000848,-0.000848,2564324345929277184,19.472269673905732,5.471111484456794,55.24816047250359,87.8131010306212,-634.1879464126924,10.203821,3386.2861,0.5805
TOI-4551 b,TOI-4551,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,9.95581,7.6e-05,-7.8e-05,0.0,0.0994,0.003,-0.0032,0.0,11.859,1.233,-0.695,0.0,1.058,0.11,-0.062,0.0,473.56433,41.31769,-41.31769,0.0,1.49,0.13,-0.13,0.0,Mass,0.101,0.034,-0.033,0.0,1247.74,,,0.0,1655.0,,,0.0,0,,4896.0,110.0,-110.0,0.0,3.55,0.18,-0.15,0.0,1.31,0.07,-0.18,0.0,0.23,0.06,-0.06,0.0,[Fe/H],3.48,0.1,-0.1,0.0,12h19m54.90s,184.9787579,-25d49m40.27s,-25.8278531,215.986,2.463,-2.409,9.973,0.006,-0.006,7.524,0.026,-0.026,9.641,0.000199,-0.000199,3476605537386300032,184.97875260730527,-25.827855295776253,4.594034221608221,-33.94954107229136,-15.998926410417212,9.647211,4818.281,3.5923
TOI-4582 b,TOI-4582,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,31.034,0.001,-0.001,0.0,,,,,10.536,1.009,-1.345,0.0,0.94,0.09,-0.12,0.0,168.44906,15.89142,-15.89142,0.0,0.53,0.05,-0.05,0.0,Mass,0.51,0.05,-0.05,0.0,33.73,,,0.0,615.0,,,0.0,0,,5190.0,100.0,-100.0,0.0,2.5,0.1,-0.1,0.0,1.34,0.06,-0.06,0.0,0.17,0.06,-0.06,0.0,[Fe/H],3.77,0.04,-0.04,0.0,17h07m26.43s,256.8601374,+68d51m56.25s,68.8656263,383.846,3.628,-3.562,11.27,0.014,-0.014,9.329001,0.02,-0.02,11.0809,0.000364,-0.000364,1636984973365053056,256.8601298076611,68.86562644672199,2.6272034922622898,-20.03075022927225,1.053199400596632,11.080293,5101.13,2.5137
TOI-4602.01,TOI-4602,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0,3.9812091,,,0.0,0.050997,,,0.0,2.55,0.784,-0.784,0.0,0.227,0.07,-0.07,0.0,7.04,,,0.0,0.0221,,,0.0,M-R relationship,,,,,603.69,,,0.0,1380.0,,,0.0,0,,6011.9,,,0.0,1.16,,,0.0,1.12,,,0.0,,,,,,4.36,,,0.0,04h02m24.08s,60.6003316,+31d19m47.41s,31.3298354,63.0637,0.2,-0.1988,8.32,0.03,-0.03,6.883,0.027,-0.027,8.17303,0.000295,-0.000295,169256041140206848,60.60031280057836,31.329808702290716,15.921113972992991,-115.39749937724008,-192.41688402154205,8.183878,5858.7134,1.2191
TOI-4603 b,TOI-4603,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,7.24599,0.00022,-0.00021,0.0,0.0888,0.001,-0.001,0.0,11.68,0.426,-0.392,0.0,1.042,0.038,-0.035,0.0,4096.80817,184.34048,-181.16219,0.0,12.89,0.58,-0.57,0.0,Mass,0.325,0.02,-0.02,0.0,1192.0,71.0,-68.0,0.0,1677.0,24.0,-24.0,0.0,0,F,6264.0,95.0,-94.0,0.0,2.74,0.05,-0.05,0.0,1.77,0.06,-0.06,0.0,0.342,0.039,-0.04,0.0,[Fe/H],3.81,0.02,-0.02,0.0,05h35m27.82s,83.8659288,+21d17m39.27s,21.2942417,225.643,2.484,-2.432,9.24,0.03,-0.03,7.786,0.017,-0.017,9.07469,0.000241,-0.000241,3402980516507429888,83.86592885797688,21.29423853959184,4.4613231030412415,0.1023817672217666,-22.86573440500403,9.083192,6188.6704,2.8059
TOI-4633 c,TOI-4633,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0,271.9445,0.0039,-0.004,0.0,0.847,0.061,-0.061,0.0,3.2,0.2,-0.19,0.0,0.285,0.018,-0.017,0.0,123.0,,,1.0,0.387,,,1.0,Mass,0.117,0.186,-0.085,0.0,1.56,0.2,-0.16,0.0,269.0,,,0.0,0,G V,5800.0,50.0,-50.0,0.0,1.05,0.05,-0.05,0.0,1.1,0.06,-0.06,0.0,0.238,0.012,-0.012,0.0,[M/H],4.02,0.09,-0.09,0.0,17h07m22.34s,256.8431021,+62d28m31.97s,62.475548,95.2016,0.239,-0.2377,9.017,0.002,-0.002,7.349,0.024,-0.024,8.81983,0.000231,-0.000231,1630906044157332224,256.8430952117674,62.475538630938495,10.551839590406097,-23.0382230552625,-67.08308990355704,8.82831,5790.1406,1.4729
TOI-4641 b,TOI-4641,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,22.09341,5.1e-05,-4.7e-05,0.0,0.173,0.015,-0.015,0.0,8.183,0.291,-0.314,0.0,0.73,0.026,-0.028,0.0,1229.99594,,,1.0,3.87,,,1.0,Mass,0.074,,,1.0,192.58,,,0.0,950.0,,,0.0,0,,6560.0,300.0,-340.0,0.0,1.72,0.04,-0.04,0.0,1.41,0.07,-0.06,0.0,-0.09,0.11,-0.18,0.0,[M/H],4.11,0.69,-0.69,0.0,02h50m13.97s,42.5582023,+25d20m00.72s,25.3335334,86.3501,0.4815,-0.4763,7.51,0.03,-0.03,6.579,0.029,-0.029,7.40775,0.000466,-0.000466,114340658009875072,42.55821165766747,25.33353059176609,11.4089978615118,61.44754023629052,-20.01993903317844,7.4233413,6744.677,1.8206
TOI-470 b,TOI-470,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,12.19148,3e-05,-3e-05,0.0,0.119,0.008,-0.008,0.0,4.34,0.29,-0.29,0.0,0.387,0.026,-0.026,0.0,17.4,,,0.0,0.0546,,,0.0,M-R relationship,,,,,44.76,,,0.0,660.0,70.0,-70.0,0.0,0,G,5190.0,90.0,-90.0,0.0,0.83,0.02,-0.02,0.0,0.87,0.09,-0.09,0.0,0.1,0.08,-0.08,0.0,[Fe/H],4.54,0.1,-0.1,0.0,06h16m02.38s,94.0099043,-25d01m53.08s,-25.0314111,130.46,0.401,-0.398,11.171,0.017,-0.017,9.422,0.019,-0.019,11.2461,0.000581,-0.000581,2912264564319611136,94.00991236431918,-25.031420385848573,7.684864140454683,52.56093333352427,-67.103715967299,11.245653,5085.1646,0.8356
TOI-4791 b,TOI-4791,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,4.28088,2.2e-05,-2.3e-05,0.0,0.0555,0.0011,-0.0012,0.0,12.442,0.56,-0.56,0.0,1.11,0.05,-0.05,0.0,734.18362,101.70509,-104.88337,0.0,2.31,0.32,-0.33,0.0,Mass,0.0,,,0.0,783.2,56.6,-50.0,0.0,1472.0,26.0,-24.0,0.0,0,,6058.0,99.0,-94.0,0.0,1.41,0.04,-0.04,0.0,1.24,0.07,-0.08,0.0,0.207,0.085,-0.089,0.0,[Fe/H],4.23,0.03,-0.03,0.0,07h17m33.21s,109.3883818,-19d49m44.18s,-19.8289392,328.802,3.696,-3.616,11.541,0.014,-0.014,10.019,0.023,-0.023,11.3152,0.000605,-0.000605,2930141657016297216,109.38837974574004,-19.828938308969377,3.135359334853144,-14.19450769047175,6.098189288298755,11.312732,6184.962,1.4273
TOI-480 b,TOI-480,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0,6.866196,1.4e-05,-1.4e-05,0.0,0.077,0.001,-0.001,0.0,2.854,0.132,-0.102,0.0,0.255,0.012,-0.009,0.0,20.8,4.4,-4.2,0.0,0.06544,0.01384,-0.01321,0.0,Mass,0.0,,,0.0,531.52,,,0.0,1199.0,25.0,-27.0,0.0,0,,6174.0,90.0,-119.0,0.0,1.49,0.04,-0.03,0.0,1.28,0.03,-0.03,0.0,0.164,0.077,-0.07,0.0,[Fe/H],4.19,0.03,-0.03,0.0,05h53m30.83s,88.3784618,-16d15m55.43s,-16.2653974,54.5306,0.1249,-0.1244,7.28,0.03,-0.03,6.01,0.033,-0.033,7.1442,0.000253,-0.000253,2992025233741516928,88.37845558916297,-16.265409921750607,18.42299242029209,-43.17892148474721,-89.89494428723413,7.159053,6101.3228,1.5431
TOI-481 b,TOI-481,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,10.33111,2e-05,-2e-05,0.0,0.097,0.001,-0.001,0.0,11.097,0.112,-0.112,0.0,0.99,0.01,-0.01,0.0,486.2799,9.5349,-9.5349,0.0,1.53,0.03,-0.03,0.0,Mass,0.153,0.006,-0.007,0.0,253.13,,,0.0,1370.0,10.0,-10.0,0.0,0,G,5735.0,72.0,-72.0,0.0,1.66,0.02,-0.02,0.0,1.14,0.02,-0.01,0.0,0.26,0.05,-0.05,0.0,[Fe/H],4.06,0.01,-0.01,0.0,07h22m03.04s,110.5126861,-57d23m05.99s,-57.384998,179.366,1.018,-1.007,9.972,0.005,-0.005,8.443,0.023,-0.023,9.84659,0.000432,-0.000432,5486322710592888064,110.51269272598606,-57.38500150842793,5.629200301754052,25.75128716710361,-25.31426094539785,9.851043,5818.059,1.689
TOI-500 b,TOI-500,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,0.548177,1.9e-05,-1.9e-05,0.0,0.01189,0.00041,-0.0004,0.0,1.166,0.061,-0.058,0.0,0.104,0.005,-0.005,0.0,1.42,0.18,-0.18,0.0,0.00447,0.00057,-0.00057,0.0,Mass,0.063,0.073,-0.044,0.0,1138.0,123.0,-112.0,0.0,1617.0,41.0,-41.0,0.0,0,K6 V,4440.0,100.0,-100.0,0.0,0.68,0.02,-0.02,0.0,0.74,0.02,-0.02,0.0,0.12,0.08,-0.08,0.0,[Fe/H],4.62,0.02,-0.02,0.0,07h06m14.18s,106.559098,-47d35m16.14s,-47.5878156,47.3924,0.0473,-0.0473,10.54,0.03,-0.03,7.715,0.026,-0.026,10.1026,0.000308,-0.000308,5509620021956148736,106.5591260459907,-47.58783586261576,21.09278431183061,135.92831559436144,-146.05848432450992,10.103841,4495.351,0.7402
TOI-500 c,TOI-500,1,4,Radial Velocity,2022,La Silla Observatory,0,6.6356,0.004,-0.004,0.0,,,,,2.09,,,0.0,0.187,,,0.0,5.03,0.41,-0.41,0.0,0.01583,0.00129,-0.00129,0.0,Msini,0.072,0.074,-0.05,0.0,,,,,,,,,0,K6 V,4440.0,100.0,-100.0,0.0,0.68,0.02,-0.02,0.0,0.74,0.02,-0.02,0.0,0.12,0.08,-0.08,0.0,[Fe/H],4.62,0.02,-0.02,0.0,07h06m14.18s,106.559098,-47d35m16.14s,-47.5878156,47.3924,0.0473,-0.0473,10.54,0.03,-0.03,7.715,0.026,-0.026,10.1026,0.000308,-0.000308,5509620021956148736,106.5591260459907,-47.58783586261576,21.09278431183061,135.92831559436144,-146.05848432450992,10.103841,4495.351,0.7402
TOI-500 d,TOI-500,1,4,Radial Velocity,2022,La Silla Observatory,0,26.233,0.02,-0.02,0.0,,,,,6.35,,,0.0,0.567,,,0.0,33.12,0.88,-0.88,0.0,0.10421,0.00277,-0.00277,0.0,Msini,0.016,0.017,-0.011,0.0,,,,,,,,,0,K6 V,4440.0,100.0,-100.0,0.0,0.68,0.02,-0.02,0.0,0.74,0.02,-0.02,0.0,0.12,0.08,-0.08,0.0,[Fe/H],4.62,0.02,-0.02,0.0,07h06m14.18s,106.559098,-47d35m16.14s,-47.5878156,47.3924,0.0473,-0.0473,10.54,0.03,-0.03,7.715,0.026,-0.026,10.1026,0.000308,-0.000308,5509620021956148736,106.5591260459907,-47.58783586261576,21.09278431183061,135.92831559436144,-146.05848432450992,10.103841,4495.351,0.7402
TOI-500 e,TOI-500,1,4,Radial Velocity,2022,La Silla Observatory,0,61.3,0.28,-0.28,0.0,,,,,3.99,,,0.0,0.356,,,0.0,15.05,1.12,-1.11,0.0,0.04735,0.00352,-0.00349,0.0,Msini,0.073,0.068,-0.051,0.0,,,,,,,,,0,K6 V,4440.0,100.0,-100.0,0.0,0.68,0.02,-0.02,0.0,0.74,0.02,-0.02,0.0,0.12,0.08,-0.08,0.0,[Fe/H],4.62,0.02,-0.02,0.0,07h06m14.18s,106.559098,-47d35m16.14s,-47.5878156,47.3924,0.0473,-0.0473,10.54,0.03,-0.03,7.715,0.026,-0.026,10.1026,0.000308,-0.000308,5509620021956148736,106.5591260459907,-47.58783586261576,21.09278431183061,135.92831559436144,-146.05848432450992,10.103841,4495.351,0.7402
TOI-5076 b,TOI-5076,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0,23.445,0.001,-0.001,0.0,,,,,3.2,0.1,-0.1,0.0,0.285,0.009,-0.009,0.0,16.0,2.0,-2.0,0.0,0.05034,0.00629,-0.00629,0.0,Mass,,,,,12.84,,,0.0,615.0,20.0,-20.0,0.0,0,K2 V,5070.0,143.0,-143.0,0.0,0.78,0.01,-0.01,0.0,0.8,0.07,-0.07,0.0,0.2,0.08,-0.08,0.0,[Fe/H],4.6,0.3,-0.3,0.0,03h22m02.50s,50.5104166,+17d14m21.15s,17.2392094,82.857,0.3062,-0.3041,10.9,0.03,-0.03,8.582,0.02,-0.02,10.5927,0.000399,-0.000399,55752218851048320,50.5104411406786,17.239184931833993,12.08449275495821,168.77767651010072,-176.0116895209485,10.592751,4861.3203,0.8145
TOI-5082.01,TOI-5082,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0,4.240122,,,0.0,0.051205,,,0.0,2.548,0.13,-0.13,0.0,0.227,0.012,-0.012,0.0,7.03,,,0.0,0.0221,,,0.0,M-R relationship,,,,,254.59,,,0.0,1165.0,,,0.0,0,,5670.0,,,0.0,0.93,,,0.0,1.0,,,0.0,0.09,0.1,-0.1,0.0,[M/H],4.5,,,0.0,07h06m16.70s,106.569578,+22d40m59.33s,22.6831477,43.1406,0.0968,-0.0964,8.25,0.03,-0.03,6.613,0.02,-0.02,8.08646,0.001103,-0.001103,3368214650329888512,106.56956415498745,22.683136819426178,23.238111561292616,-92.25626633583406,-78.73606703345213,8.092568,5532.083,0.9721
TOI-5126 b,TOI-5126,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,5.4588385,7e-06,-7.2e-06,0.0,0.06519,0.00087,-0.00082,0.0,4.74,0.16,-0.14,0.0,0.423,0.014,-0.012,0.0,20.2,,,0.0,0.0634,,,0.0,M-R relationship,0.0,,,0.0,467.0,44.0,-39.0,0.0,1442.0,46.0,-40.0,0.0,0,F V,6150.0,110.0,-130.0,0.0,1.24,0.03,-0.03,0.0,1.24,0.05,-0.05,0.0,0.18,0.13,-0.13,0.0,[Fe/H],4.22,0.05,-0.06,0.0,10h06m38.35s,151.6597827,+18d38m02.63s,18.6340631,160.414,1.614,-1.582,10.141,0.006,-0.006,8.777,0.018,-0.018,9.93629,0.001181,-0.001181,623633615066248576,151.659774717068,18.63406172293636,6.224005486281034,-54.699709903242926,-10.40434592691423,9.945831,6054.8555,1.2617
TOI-5126 c,TOI-5126,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,17.8999,0.0018,-0.0013,0.0,0.1439,0.0019,-0.0018,0.0,3.86,0.17,-0.16,0.0,0.344,0.015,-0.014,0.0,14.2,,,0.0,0.0447,,,0.0,M-R relationship,0.0,,,0.0,96.0,9.0,-8.0,0.0,971.0,31.0,-27.0,0.0,0,F V,6150.0,110.0,-130.0,0.0,1.24,0.03,-0.03,0.0,1.24,0.05,-0.05,0.0,0.18,0.13,-0.13,0.0,[Fe/H],4.22,0.05,-0.06,0.0,10h06m38.35s,151.6597827,+18d38m02.63s,18.6340631,160.414,1.614,-1.582,10.141,0.006,-0.006,8.777,0.018,-0.018,9.93629,0.001181,-0.001181,623633615066248576,151.659774717068,18.63406172293636,6.224005486281034,-54.699709903242926,-10.40434592691423,9.945831,6054.8555,1.2617
TOI-5174 b,TOI-5174,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,12.214286,,,0.0,,,,,5.351,,,0.0,0.477,,,0.0,24.8,,,0.0,0.0779,,,0.0,M-R relationship,,,,,100.91,,,0.0,808.0,,,0.0,0,,5643.77,145.87,-76.03,0.0,1.09,0.05,-0.05,0.0,1.0,0.14,-0.11,0.0,0.415,0.02,-0.02,0.0,[M/H],4.36,0.08,-0.07,0.0,11h36m26.28s,174.1094967,-02d01m24.06s,-2.0233506,197.243,2.205,-2.158,11.583,0.239,-0.239,9.6,0.021,-0.021,11.1031,0.000525,-0.000525,3793743895297313408,174.10949765503543,-2.0233603840305805,5.041651857169304,6.656495744620623,-70.62091651090515,11.100323,5591.3584,1.1111
TOI-5398 b,TOI-5398,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,10.590547,1.2e-05,-1.1e-05,0.0,0.098,0.005,-0.005,0.0,10.3,0.4,-0.4,0.0,0.919,0.036,-0.036,0.0,58.7,5.7,-5.6,0.0,0.18469,0.01793,-0.01762,0.0,Mass,0.13,,,1.0,118.41,,,0.0,947.0,28.0,-28.0,0.0,0,G V,6000.0,75.0,-75.0,0.0,1.05,0.01,-0.01,0.0,1.15,0.01,-0.01,0.0,0.09,0.06,-0.06,0.0,[Fe/H],4.44,0.1,-0.1,0.0,10h47m31.09s,161.8795569,+36d19m45.96s,36.3294345,130.855,0.686,-0.678,10.059,0.005,-0.005,8.713,0.018,-0.018,9.98233,0.000636,-0.000636,750888548244441344,161.87955715806146,36.32943547371443,7.619022547415566,1.3597148774486043,7.002566792446532,9.987461,5872.8403,1.0853
TOI-5398 c,TOI-5398,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,4.77271,0.00016,-0.00014,0.0,0.057,0.003,-0.003,0.0,3.52,0.19,-0.19,0.0,0.314,0.017,-0.017,0.0,11.8,4.8,-4.7,0.0,0.03713,0.0151,-0.01479,0.0,Mass,0.14,,,1.0,370.6,,,0.0,1242.0,37.0,-37.0,0.0,0,G V,6000.0,75.0,-75.0,0.0,1.05,0.01,-0.01,0.0,1.15,0.01,-0.01,0.0,0.09,0.06,-0.06,0.0,[Fe/H],4.44,0.1,-0.1,0.0,10h47m31.09s,161.8795569,+36d19m45.96s,36.3294345,130.855,0.686,-0.678,10.059,0.005,-0.005,8.713,0.018,-0.018,9.98233,0.000636,-0.000636,750888548244441344,161.87955715806146,36.32943547371443,7.619022547415566,1.3597148774486043,7.002566792446532,9.987461,5872.8403,1.0853
TOI-558 b,TOI-558,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,14.574071,2.6e-05,-2.6e-05,0.0,0.1291,0.002,-0.0021,0.0,12.173,0.46,-0.426,0.0,1.086,0.041,-0.038,0.0,1147.36055,47.67426,-47.67426,0.0,3.61,0.15,-0.15,0.0,Mass,0.298,0.022,-0.02,0.0,248.86,,,0.0,1061.0,13.0,-12.0,0.0,0,F V,6466.0,95.0,-93.0,0.0,1.5,0.04,-0.04,0.0,1.35,0.06,-0.07,0.0,-0.004,0.059,-0.055,0.0,[Fe/H],4.22,0.03,-0.03,0.0,02h49m09.96s,42.2915093,-58d01m28.86s,-58.0246828,402.63,3.855,-3.784,11.233,0.013,-0.013,10.262,0.023,-0.023,11.3253,0.000593,-0.000593,4727755005637190016,42.29150974875043,-58.0246822927469,2.460587876592541,1.126575856314064,3.759347416117565,11.324756,6386.467,1.5422
TOI-559 b,TOI-559,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,6.9839095,5.1e-06,-5.1e-06,0.0,0.0723,0.0013,-0.0013,0.0,12.229,0.314,-0.28,0.0,1.091,0.028,-0.025,0.0,1910.14873,76.27882,-73.10053,0.0,6.01,0.24,-0.23,0.0,Mass,0.151,0.012,-0.011,0.0,404.92,,,0.0,1180.0,18.0,-16.0,0.0,0,G V,5925.0,85.0,-76.0,0.0,1.23,0.03,-0.03,0.0,1.03,0.06,-0.06,0.0,-0.069,0.065,-0.079,0.0,[Fe/H],4.27,0.02,-0.03,0.0,03h07m16.47s,46.8186159,-31d09m46.78s,-31.1629951,233.266,1.542,-1.521,11.091,0.007,-0.007,9.638,0.024,-0.024,10.9777,0.000405,-0.000405,5057924844082070016,46.81861224031439,-31.163004729400924,4.293898796225556,-22.982834296643304,-69.79497805067251,10.979199,5866.2603,1.2153
TOI-561 b,TOI-561,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,0.4465688,7e-07,-8e-07,0.0,0.0106,0.0001,-0.0001,0.0,1.425,0.037,-0.037,0.0,0.127,0.003,-0.003,0.0,2.0,0.23,-0.23,0.0,0.00629,0.00072,-0.00072,0.0,Mass,0.0,,,0.0,4745.0,269.0,-269.0,0.0,2310.0,33.0,-33.0,0.0,0,G9 V,5372.0,70.0,-70.0,0.0,0.84,0.01,-0.01,0.0,0.81,0.04,-0.04,0.0,-0.4,0.05,-0.05,0.0,[Fe/H],4.5,0.12,-0.12,0.0,09h52m44.44s,148.1851516,+06d12m57.97s,6.216103,85.799,0.4988,-0.4932,10.252,0.006,-0.006,8.394,0.019,-0.019,10.0128,0.000278,-0.000278,3850421005290172416,148.18513643854166,6.216094576286586,11.834201180671217,-108.5035949396026,-61.27945336836188,10.018079,5565.3374,0.8374
TOI-561 c,TOI-561,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,10.778831,3.4e-05,-3.6e-05,0.0,0.0884,0.0009,-0.0009,0.0,2.91,0.04,-0.04,0.0,0.26,0.004,-0.004,0.0,5.39,0.69,-0.68,0.0,0.01696,0.00217,-0.00214,0.0,Mass,0.03,0.035,-0.021,0.0,68.2,3.9,-3.9,0.0,800.0,11.0,-11.0,0.0,0,G9 V,5372.0,70.0,-70.0,0.0,0.84,0.01,-0.01,0.0,0.81,0.04,-0.04,0.0,-0.4,0.05,-0.05,0.0,[Fe/H],4.5,0.12,-0.12,0.0,09h52m44.44s,148.1851516,+06d12m57.97s,6.216103,85.799,0.4988,-0.4932,10.252,0.006,-0.006,8.394,0.019,-0.019,10.0128,0.000278,-0.000278,3850421005290172416,148.18513643854166,6.216094576286586,11.834201180671217,-108.5035949396026,-61.27945336836188,10.018079,5565.3374,0.8374
TOI-561 d,TOI-561,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,25.7124,0.0001,-0.0002,0.0,0.158,0.002,-0.002,0.0,2.82,0.07,-0.07,0.0,0.252,0.006,-0.006,0.0,13.2,1.0,-0.9,0.0,0.04153,0.00315,-0.00283,0.0,Mass,0.122,0.054,-0.048,0.0,21.4,1.3,-1.3,0.0,598.0,9.0,-9.0,0.0,0,G9 V,5372.0,70.0,-70.0,0.0,0.84,0.01,-0.01,0.0,0.81,0.04,-0.04,0.0,-0.4,0.05,-0.05,0.0,[Fe/H],4.5,0.12,-0.12,0.0,09h52m44.44s,148.1851516,+06d12m57.97s,6.216103,85.799,0.4988,-0.4932,10.252,0.006,-0.006,8.394,0.019,-0.019,10.0128,0.000278,-0.000278,3850421005290172416,148.18513643854166,6.216094576286586,11.834201180671217,-108.5035949396026,-61.27945336836188,10.018079,5565.3374,0.8374
